object_id,global_id,faa_identifier,name,latitude,longitude,airport_geom,elevation,icao_id,airport_type,service_city,state_abbreviation,country,oper_status,airport_use,iap_exists,dod_hiflip,far_91,far_93,mil_code,airspace_analysis,us_high,us_low,ak_high,ak_low,us_area,pacific
3285,56D74325-0ABC-4BF3-8206-C18B2EEEDF13,43FD,Cole's,28.29111639,-81.38722532,POINT(-81.38722532 28.29111639),53,,Seaport,Kissimmee,FL,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3668,24811887-6C74-45D6-B602-CEC57CC82143,0FD6,Fulton,27.90752743,-80.48644394,POINT(-80.48644394 27.90752743),0,,Seaport,Sebastian,FL,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3605,F7FF8EEF-B638-4397-97ED-8A7C2BCEF175,89FL,Lake Hiawassee,28.52917478,-81.48090869,POINT(-81.48090869 28.52917478),70,,Seaport,Orlando,FL,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3270,6A461469-7278-4E21-B34B-7B2B9C148453,0FL8,Gary Gale,30.19389462,-81.6819477,POINT(-81.6819477 30.19389462),0,,Seaport,Jacksonville,FL,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
18831,54683CB1-50BF-4FDD-B2DE-878F70DA319F,FD69,Lake Apopka South,28.57347757,-81.59494762,POINT(-81.59494762 28.57347757),64.7,,Seaport,Winter Garden,FL,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3496,C1684640-88F5-4693-973C-6F605A8D71CE,24FA,Lake Weir,29.03443128,-81.95064329,POINT(-81.95064329 29.03443128),56,,Seaport,Oklawaha,FL,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3749,0A562A7A-35B4-4D9F-827A-15D5F0B0F1A1,FA78,Robinestte,28.3330053,-81.25000306,POINT(-81.25000306 28.3330053),58,,Seaport,St Cloud,FL,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
19721,83397780-8C12-4222-8902-73EE3DAB8BA0,FA94,Oneals,28.23111638,-81.2344475,POINT(-81.2344475 28.23111638),63,,Seaport,St Cloud,FL,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3607,9E1201A0-8C23-4D7E-BCAA-50949069B1FE,12FL,Timberlachen,28.59278313,-81.40389201,POINT(-81.40389201 28.59278313),89,,Seaport,Orlando,FL,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3439,275E89C0-CB2D-4412-989E-FD517BF51CF2,42FL,Plantation Key,24.97124642,-80.59562056,POINT(-80.59562056 24.97124642),0,,Seaport,Marathon,FL,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3378,038F3638-FED8-4678-A86B-E2563730518E,80FA,Lake Marian,27.88639408,-81.08389189,POINT(-81.08389189 27.88639408),62,,Seaport,Kenansville,FL,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3005,91AB8DFA-E845-46F7-AEFB-FC348E23315D,0FA9,Paradise Landing,28.65750537,-81.38250311,POINT(-81.38250311 28.65750537),59,,Seaport,Altamonte Springs,FL,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3701,C6F26088-7064-4997-AF3E-42BD77BFF9E7,1FL5,West Bay Creek,30.30214729,-85.86438224,POINT(-85.86438224 30.30214729),0,,Seaport,West Bay,FL,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3289,886F6B66-7E28-4110-93B3-54C7E98613B1,FD12,Toho,28.25029583,-81.39146255,POINT(-81.39146255 28.25029583),80,,Seaport,Kissimmee,FL,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3525,369EE9EA-1875-4F5E-B619-7DA909C4765D,4FD5,Grand Lagoon,30.13493059,-85.73410108,POINT(-85.73410108 30.13493059),0,,Seaport,Panama City,FL,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3568,31CC0FBD-ECE9-4536-BAEA-7CD4B06584AB,22FL,Lakeside,28.79280262,-81.65531709,POINT(-81.65531709 28.79280262),65,,Seaport,Mount Dora,FL,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3170,23460EA2-29E8-400E-A28C-5712ACCB3DC3,FA13,Treasure Lagoon,28.44750534,-80.72236402,POINT(-80.72236402 28.44750534),0,,Seaport,Cocoa,FL,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3716,341FE478-BA99-4A27-93A2-DDB8B2EF2431,FL42,King Seaaero,28.03863688,-81.75369348,POINT(-81.75369348 28.03863688),133,,Seaport,Winter Haven,FL,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
18931,A8B378A3-7FDC-4575-84AA-0A81E45792E5,FA84,Lake Tarpon,28.12500521,-82.72694793,POINT(-82.72694793 28.12500521),3,,Seaport,Palm Harbor,FL,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3332,5555453A-8A54-473C-A776-BF427F8E0DA9,0FL2,Alligator Drink,28.78777485,-81.16423083,POINT(-81.16423083 28.78777485),19,,Seaport,Geneva,FL,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3717,4CC47F5C-254D-4A61-885C-546EFFB1AF2C,FD98,Ferguson,28.71472344,-81.27006892,POINT(-81.27006892 28.71472344),3,,Seaport,Winter Springs,FL,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3502,324B2EF5-830A-42A7-B8DA-D58278645523,62FD,Doctors Lake,30.12528349,-81.74416994,POINT(-81.74416994 30.12528349),0,,Seaport,Orange Park,FL,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3245,6CC09621-6DB6-4CD3-B1CB-CB78AE25B2F0,FD78,Kennedy,28.60305812,-81.84952547,POINT(-81.84952547 28.60305812),94,,Seaport,Groveland,FL,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3300,2BA573FE-0D5E-4161-808C-65BFF60AA38F,8FA0,Lake Gibson,28.10863383,-81.95869576,POINT(-81.95869576 28.10863383),142,,Seaport,Lakeland,FL,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3004,52F26A36-56E3-4DA7-B4CD-B55DB76A07C7,3FD9,Prairie Lake Pvt Res Sp Mooring Facility,28.65666982,-81.35340477,POINT(-81.35340477 28.65666982),86,,Seaport,Altamonte Springs,FL,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3580,B21898BA-3F34-4041-9809-A9E973A376B9,0FA5,Briley Farm,28.57278312,-81.62861429,POINT(-81.62861429 28.57278312),66,,Seaport,Oakland,FL,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3762,9D8AE140-8819-4F4C-86D5-7912C3CB7A97,9FL3,Lake Josephine,27.39694951,-81.42666975,POINT(-81.42666975 27.39694951),85,,Seaport,Sebring,FL,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3499,EA11F530-956B-4A16-8882-4F5DD9C1B490,FD80,Manatee,29.50583886,-82.9838925,POINT(-82.9838925 29.50583886),7,,Seaport,Old Town,FL,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3910,A40A6D06-2B1D-4DE2-BBE2-0955E10DCED3,GE00,Morris,33.60972871,-82.13583687,POINT(-82.13583687 33.60972871),102,,Seaport,Evans,GA,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4087,776F4DB2-A82A-48D9-872D-C0F19BF074DA,12GE,Harvest Lake,31.73083942,-81.35972545,POINT(-81.35972545 31.73083942),4,,Seaport,Riceboro,GA,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5346,C703E4E8-67C7-4730-AEAA-3E97629AAE89,IS23,Turner,42.00749117,-88.28666707,POINT(-88.28666707 42.00749117),700,,Seaport,South Elgin,IL,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5885,D96531B8-A101-4E7B-BE6D-88BC97571459,67IN,Rising Sun,38.94747135,-84.85097134,POINT(-84.85097134 38.94747135),463,,Seaport,Rising Sun,IN,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5503,F492F6AC-F109-4F64-825D-08AE3BC3DC39,04IN,Lake Gage,41.70139685,-85.11306054,POINT(-85.11306054 41.70139685),954,,Seaport,Angola,IN,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
19328,549D8FE3-CFA4-4F40-8F45-4E4FD08A72CF,MA17,Tailwind Boston,42.35159201,-71.0249728,POINT(-71.0249728 42.35159201),0,,Seaport,Boston,MA,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7134,4203F5EE-2B39-47BA-A9BB-672EB80380F8,2MA7,Falls Pond,41.95844109,-71.32644371,POINT(-71.32644371 41.95844109),175,,Seaport,North Attleborough,MA,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6980,ABDE295A-9ACB-49D1-89D2-47217042E490,6MA9,Cuttyhunk Harbor,41.42317155,-70.92725772,POINT(-70.92725772 41.42317155),0,,Seaport,Cuttyhunk,MA,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6983,2063F8F9-CCCB-4D26-93AF-A821D17E7277,7MA2,Craig Cove,41.78056412,-70.94722274,POINT(-70.94722274 41.78056412),53,,Seaport,East Freetown,MA,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
19133,21C5A2C5-3EC6-4AE8-B59C-D5B8498BAFC0,MA87,Cape Air Seaplanes On Boston Harbor,42.35250867,-71.02583391,POINT(-71.02583391 42.35250867),0,,Seaport,Boston,MA,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7117,802894D1-39D1-4037-9C03-D32E17E7C697,MA12,Marston Mills,41.66900856,-70.41752812,POINT(-70.41752812 41.66900856),44,,Seaport,Marstons Mills,MA,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6976,D7921CD2-E43F-415B-BB1D-9D4BB3E5A6EA,MA25,Long Pond,41.73206303,-70.06112884,POINT(-70.06112884 41.73206303),31,,Seaport,Brewster,MA,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7160,B1E8D5E5-FE02-43CB-8EC1-E1021D5589F3,MA74,Larson's,42.69148734,-71.41812017,POINT(-71.41812017 42.69148734),90,,Seaport,Tyngsboro,MA,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7083,A1BD0804-7925-4708-BD25-D01D7D835EE4,MA40,Diesel Dogs,42.54343118,-71.9684109,POINT(-71.9684109 42.54343118),325,,Seaport,Gardner,MA,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7124,AC9C13AB-2BF1-4FB7-BAC2-EB6F077DD3A7,6MA8,Acushnet River,41.64733465,-70.91753856,POINT(-70.91753856 41.64733465),0,,Seaport,New Bedford,MA,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7255,E1D96492-F4B7-4855-976B-187D6A76D533,10MA,Beaver Lake,42.26260084,-72.30702683,POINT(-72.30702683 42.26260084),384,,Seaport,Ware,MA,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6964,A2EDB8C0-AAD8-4FE1-AC81-35FFCA8CB468,6MA0,Lake Gardner,42.86148766,-70.94338892,POINT(-70.94338892 42.86148766),87,,Seaport,Amesbury,MA,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7246,86B4453D-5852-4516-8B30-DFDB18475AC4,5MA8,South Pond,42.00871522,-72.76259557,POINT(-72.76259557 42.00871522),225,,Seaport,Southwick,MA,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7067,A5F05844-DB9A-40D2-8B23-F32F0E7CC199,27MA,Wamsetto,41.82056412,-71.1147228,POINT(-71.1147228 41.82056412),0,,Seaport,Berkley,MA,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7241,58CB4D89-FC61-4819-90F0-65ECC3CBE755,MA78,Russell Mill Pond,41.91788999,-70.62781181,POINT(-70.62781181 41.91788999),55,,Seaport,Plymouth,MA,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7409,A8BF88BE-068E-4933-902F-D546D1907A58,MD81,South River,38.91473003,-76.50472435,POINT(-76.50472435 38.91473003),0,,Seaport,Edgewater,MD,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7197,0C8BAEED-7BAC-4C9B-97EE-8BC902F27107,23MD,Breezecroft,39.25556344,-76.2069465,POINT(-76.2069465 39.25556344),10,,Seaport,Chestertown,MD,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7272,B4A89472-2941-42FB-97C5-EC6BCDAF7C3D,01MD,Annapolis,38.99917449,-76.45596879,POINT(-76.45596879 38.99917449),0,,Seaport,Annapolis,MD,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7653,6C638524-1E36-4493-AAEA-C7410F190449,01ME,Saint Peter's,46.77889843,-68.50027777,POINT(-68.50027777 46.77889843),608,,Seaport,Portage Lake,ME,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7400,9AE7B212-A869-4323-B5B3-56CCBFA5D82D,ME04,Ilco Landing Area,46.60948476,-69.53061201,POINT(-69.53061201 46.60948476),1031,,Seaport,Clayton Lake,ME,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7504,2068A8D2-60EE-4331-AECF-AE1098423817,ME01,Crescent Lake,43.95702677,-70.4625566,POINT(-70.4625566 43.95702677),278,,Seaport,East Raymond,ME,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7569,1A921649-7A07-4465-B4F1-C1C0B4648158,ME51,Douglass,43.73703117,-70.61061247,POINT(-70.61061247 43.73703117),270,,Seaport,Standish,ME,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7672,E9C5B328-1039-4E87-BEFA-00A839B73083,ME90,Little Ossipee Lake,43.6131442,-70.69644693,POINT(-70.69644693 43.6131442),311,,Seaport,Waterboro Center,ME,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7537,437FD0EA-0B32-42AC-B5E8-B55F9F543FC1,70ME,Swn Pond Splash In Go,43.52055335,-70.64868663,POINT(-70.64868663 43.52055335),318,,Seaport,Lyman,ME,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
19353,0AEB07F6-8058-46B7-8114-3C8B028D865C,ME83,Pickerel Pond Seaplane Base,43.70118949,-70.77736169,POINT(-70.77736169 43.70118949),340,,Seaport,Limerick,ME,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7404,50CD192A-5F1F-4BCB-BC53-34ED8CF110BA,68JY,Hancock Pond,43.93167564,-70.75666725,POINT(-70.75666725 43.93167564),500,,Seaport,Denmark,ME,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7547,8B9321F5-98B6-4202-8B9B-D55F44BD0655,0ME7,Sebago Lake Basin,43.83972564,-70.46201715,POINT(-70.46201715 43.83972564),266,,Seaport,North Windham,ME,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7674,4F250857-3FCA-43A1-B16D-CF7AAC020946,ME71,Webb Lake,44.66978968,-70.42815052,POINT(-70.42815052 44.66978968),678,,Seaport,Weld,ME,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7554,3135C774-E748-43BB-BDD7-D60FE48388E2,3ME7,Destiny Cove,44.4606063,-70.39695883,POINT(-70.39695883 44.4606063),580,,Seaport,Peru,ME,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7660,7827F472-75E0-4C63-ABA6-E1B4D4A528D0,ME09,Panther Pond,43.93008315,-70.45311159,POINT(-70.45311159 43.93008315),277,,Seaport,Raymond,ME,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7517,86C6CD19-232D-44D7-9F5A-7EA495F4C5D3,4ME4,Lovewell Pond,44.00677843,-70.9336312,POINT(-70.9336312 44.00677843),390,,Seaport,Fryeburg,ME,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7521,DACCBFEA-F08B-4316-BAE8-DC50D2A0C686,ME80,Dry Pond,43.93389788,-70.35638934,POINT(-70.35638934 43.93389788),309,,Seaport,Gray,ME,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7645,6F58855B-D75F-48D7-88C7-431191208BF7,74ME,Labrador Landing,44.06518404,-69.53352241,POINT(-69.53352241 44.06518404),54,,Seaport,New Castle,ME,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7650,7411B050-2A11-4F28-B0CF-8B75805DF21D,ME57,Bauneg Beg,43.35898165,-70.73533471,POINT(-70.73533471 43.35898165),305,,Seaport,North Berwick,ME,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7401,35D711AB-D557-4AC1-8610-542CFAC8E59C,ME28,Forest Lake,43.82369786,-70.33005321,POINT(-70.33005321 43.82369786),274,,Seaport,Cumberland,ME,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7519,8C71B23F-8E42-4EFD-889F-0DDA6208E8C5,ME27,Double A,44.90091143,-68.80225832,POINT(-68.80225832 44.90091143),115,,Seaport,Glenburn,ME,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7534,EAB23A60-E143-4F57-88CA-CF3650B509F2,ME12,Brettuns Pond,44.38785352,-70.25450295,POINT(-70.25450295 44.38785352),400,,Seaport,Livermore,ME,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7398,937B3D3C-5A5D-40C8-853E-DC544D7B1CE9,29ME,Teconnet,44.44800911,-69.53033354,POINT(-69.53033354 44.44800911),194,,Seaport,China,ME,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7387,0A922C76-01BA-4399-90D1-F0B9074FC992,ME07,Acadian,44.39805914,-68.21958309,POINT(-68.21958309 44.39805914),0,,Seaport,Bar Harbor,ME,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7485,46E29996-55C7-425F-B91C-0BBC029480D7,ME86,Libby Camps,46.30834279,-68.8436112,POINT(-68.8436112 46.30834279),754,,Seaport,Ashland,ME,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7529,D7C7D9E2-9A47-4040-96F1-C7C426017324,ME11,Cooper,44.34229907,-70.28783601,POINT(-70.28783601 44.34229907),373,,Seaport,Hartford,ME,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7408,B863F123-8886-404D-8471-3ED6C88E7669,ME85,Riverside,45.1833973,-69.23560071,POINT(-69.23560071 45.1833973),342,,Seaport,Dover Foxcroft,ME,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7642,A855BA38-5AF5-4597-AB9E-463EA3EBFE8D,3ME8,Mast Cove,43.99499232,-70.64133388,POINT(-70.64133388 43.99499232),267,,Seaport,Naples,ME,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7835,46252D94-A5BA-45AC-A40E-2D560C150DFB,1MI0,Ashman Island,46.06864071,-83.72417473,POINT(-83.72417473 46.06864071),580,,Seaport,Drummond Island,MI,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7721,E348AC3B-0561-4D9B-925F-26724AEF16E5,MI03,Read,46.16889755,-85.79361678,POINT(-85.79361678 46.16889755),692,,Seaport,Curtis,MI,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7964,66337516-F5F4-48A4-87F6-6E3F3CFB3BB2,3MI9,Ness Landing,45.90389744,-86.97028378,POINT(-86.97028378 45.90389744),580,,Seaport,Rapid River,MI,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8234,5EAF86AF-B58D-46B4-916B-0259C3B5C8C9,MN75,Krezowski,46.75817769,-93.28234413,POINT(-93.28234413 46.75817769),1214,,Seaport,Mcgregor,MN,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8231,7737BCD8-E7E8-4D4A-A5E3-55FDA4033CBD,MN73,Snell's,47.64723055,-93.74500829,POINT(-93.74500829 47.64723055),1351,,Seaport,Marcell,MN,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8308,E7CDAA27-EF07-4C70-ACA9-9FEA61A61D93,0MN3,Lower Hay Lake,46.67778594,-94.2925083,POINT(-94.2925083 46.67778594),1230,,Seaport,Jenkins,MN,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8404,25669AE9-809D-47DD-8A29-A1168439B00F,MY76,Johnson's Sea Landing,47.8561029,-92.39168293,POINT(-92.39168293 47.8561029),1300,,Seaport,Tower,MN,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8253,8D1697DE-E88F-4E9F-9C7A-C1A2299479E1,25MN,Shirt Lake,46.43056371,-93.83306368,POINT(-93.83306368 46.43056371),1272,,Seaport,Deerwood,MN,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8112,D4A9390F-9CC9-46D4-9EB7-F57C835A801B,3MN0,Shadduck,45.2922302,-94.09473025,POINT(-94.09473025 45.2922302),991,,Seaport,Annandale,MN,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8319,7126BC3F-4AA1-4B15-AD2C-B909FECA69BA,MY83,Safe Air,46.98663016,-94.12442246,POINT(-94.12442246 46.98663016),1306,,Seaport,Longville,MN,United States,Operational,Private,FALSE,FALSE,FALSE,FALSE,CIVIL,Conditional,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
